path,regime,mask_ratio,mse,ssim,psnr,lpips
./CelebAMask-HQ/CelebA-HQ-img\9165.jpg,small,0.02197265625,9.651262371335179e-05,0.9878854751586914,40.15415954589844,0.00979940127581358
./CelebAMask-HQ/CelebA-HQ-img\18017.jpg,small,0.024932861328125,0.0007252811919897795,0.9755529165267944,31.394933700561523,0.013504300266504288
./CelebAMask-HQ/CelebA-HQ-img\25047.jpg,small,0.0269012451171875,0.000983536709100008,0.9630430936813354,30.072092056274414,0.023931486532092094
./CelebAMask-HQ/CelebA-HQ-img\14757.jpg,small,0.028778076171875,0.0005974204977974296,0.9827450513839722,32.23719787597656,0.014731553383171558
./CelebAMask-HQ/CelebA-HQ-img\16523.jpg,small,0.030517578125,0.0003139846958220005,0.9867200255393982,35.030914306640625,0.010097301565110683
./CelebAMask-HQ/CelebA-HQ-img\12659.jpg,small,0.032958984375,0.0008203404722735286,0.9678963422775269,30.860057830810547,0.024916505441069603
./CelebAMask-HQ/CelebA-HQ-img\2409.jpg,small,0.0220184326171875,0.00012338091619312763,0.9843478202819824,39.087520599365234,0.00851901900023222
./CelebAMask-HQ/CelebA-HQ-img\9456.jpg,small,0.0148773193359375,4.628036549547687e-05,0.9855613708496094,43.346031188964844,0.005878843832761049
./CelebAMask-HQ/CelebA-HQ-img\29498.jpg,small,0.0274658203125,0.0005347055266611278,0.976815938949585,32.71885299682617,0.021057965233922005
./CelebAMask-HQ/CelebA-HQ-img\11879.jpg,small,0.0189208984375,6.56362681183964e-05,0.9913315773010254,41.82855987548828,0.008962277323007584
./CelebAMask-HQ/CelebA-HQ-img\6378.jpg,small,0.02105712890625,0.0006344743887893856,0.9869364500045776,31.975858688354492,0.008190483786165714
./CelebAMask-HQ/CelebA-HQ-img\18409.jpg,small,0.0231475830078125,0.00027502825832925737,0.9782373309135437,35.60622787475586,0.011803769506514072
./CelebAMask-HQ/CelebA-HQ-img\18686.jpg,small,0.034393310546875,0.00018317365902476013,0.9864100813865662,37.371368408203125,0.015243835747241974
./CelebAMask-HQ/CelebA-HQ-img\1676.jpg,small,0.01068115234375,5.9452111599966884e-05,0.9929016828536987,42.258323669433594,0.0041747624054551125
./CelebAMask-HQ/CelebA-HQ-img\13126.jpg,small,0.0164794921875,2.7087200578534976e-05,0.9924823641777039,45.67235565185547,0.004796911962330341
./CelebAMask-HQ/CelebA-HQ-img\1482.jpg,small,0.0226593017578125,0.0002033869968727231,0.9892377257347107,36.91676330566406,0.007102977484464645
./CelebAMask-HQ/CelebA-HQ-img\11991.jpg,small,0.027099609375,0.00020767748355865479,0.9861237406730652,36.826107025146484,0.007467926014214754
./CelebAMask-HQ/CelebA-HQ-img\13213.jpg,small,0.02490234375,0.00011821648513432592,0.9844139814376831,39.27322006225586,0.012831318192183971
./CelebAMask-HQ/CelebA-HQ-img\25030.jpg,small,0.0186920166015625,5.594298636424355e-05,0.9874584674835205,42.52254104614258,0.004317859187722206
